영상편집에 필요한 정보,,,,,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.20,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,DateTime,Accident number,Member year,Year of accident,Month of accident,Weekday,Time,GPS latitude,GPS longitude,Country,Accident description,Collision type,Accident type,Participant A referring accident type,Participant B referring accident type,Main contributing factor,Road type,Road surface,Road condition,Lane separation,Light condition,Weather 1,Weather 2,Location,Emergency arrival,Accident Severity,PCM data available,Case status,Vsim,comment,,영상유무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CASENR,CASENR,MEMYEAR,YEAR,MONTH,WDAY,TIME,GPSLAT,GPSLONG,COUNTRY,ACCDESC,COLLTYPE,ACCTYPE,ACCTYPEA,ACCTYPEB,MAINFACT,ROADTYPE,ROADSURF,ROADCOND,LANESEPAR,LIGHTCON,WEATHER1,WEATHER2,LOCATION,EMARRIV,ACCSEV,PCMAVAIL,STATUS,CASENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이벤트시작(초),이벤트끝(초),파일명(mp4),기준날짜시간,상위폴더,폴더명(datetime),CASENR,MEMYEAR,YEAR,MONTH,WDAY,TIME,GPSLAT,GPSLONG,COUNTRY,ACCDESC,COLLTYPE,사고유형,차량A,차량B,MAINFACT,도로규모,표면재질,표면습도,도로분리,빛조건,날씨,WEATHER2,LOCATION,EMARRIV,ACCSEV,PCMAVAIL,STATUS,,,도로명주소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,25,2023-02-22_09-37-03-front,2023-02-22_09-39-07,20230228_정리필요_임시삭제,2023-02-22_09-39-07,,2023,2023,2 ,3,0939,37.2229,126.982,KR,좌회전 신호로 인한 교통 정체로 후방 충돌에 주의해야 하는 상황,99999,623,1,2,99999,3,1,1,11,1,1,77777,,7777,1,2,4,,,"기배로, 기안동, 와우리, 화성시, 경기도, 18338, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,36,2023-02-25_10-05-14-front,2023-02-25_10-05-59,20230330_Y_정리필요_임시삭제,2023-02-25_10-05-59,,2023,2023,2 ,6,1005,37.5636,127.174,KR,전방에서 쓰레기가 날아다녀 시야가 방해될 수 있으므로 주의해야 상황,99999,732,,,99999,1,1,1,12,1,1,77777,,7777,1,2,4,,,"아리수로94길, 강일동, 강동구, 서울, 05212, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,35,2023-02-25_10-32-23-front,2023-02-25_10-42-45,20230330_Y_정리필요_임시삭제,2023-02-25_10-42-45_재검토,,2023,2023,2 ,6,1042,37.626,127.285,KR,1차로의 차량이 실선에서 우측으로 차선을 변경하므로 충돌을 주의해야 하는 상황,99999,641,2,1,99999,1,1,1,11,1,1,77777,,7777,1,2,4,,,"서울양양고속도로, 화도읍, 남양주시, 경기도, 12197, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,57,2023-02-25_10-45-49-front,2023-02-25_10-54-04,20230330_Y_정리필요_임시삭제,2023-02-25_10-54-04_재검토,,2023,2023,2 ,6,1054,37.6312,127.297,KR,전방 정체로 우측으로 차선을 변경하므로 후방충돌에 주의해야 하는 상황,99999,642,1,2,99999,1,1,1,12,1,1,77777,,7777,1,2,4,,,"화도졸음쉼터, 서울양양고속도로, 화도읍, 남양주시, 경기도, 12197, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20,2023-02-25_12-02-44-front,2023-02-25_12-03-51,20230330_Y_정리필요_임시삭제,2023-02-25_12-03-51,,2023,2023,2 ,6,1203,37.6722,127.491,KR,맞은편 좌측에서 차량이 후진으로 나오므로 주의가 필요한 상황,99999,572,2,1,99999,3,1,1,32,1,1,77777,,7777,1,2,4,,,"신천중앙로, 신천리, 가평군, 경기도, 12467, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,19,2023-02-25_13-27-31-front,2023-02-25_13-28-07,20230330_Y_정리필요_임시삭제,2023-02-25_13-28-07,,2023,2023,2 ,6,1328,37.6775,127.481,KR,맞은편의 직진하는 차량과 전방의 유턴하는 차량이 서로 충돌을 주의해야 하는 상황,99999,722,,,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"신천리, 가평군, 경기도, 12467, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,2023-02-25_14-44-38-front,2023-02-25_14-44-55,20230330_Y_정리필요_임시삭제,2023-02-25_14-44-55,,2023,2023,2 ,6,1444,37.6774,127.481,KR,전방의 자전거가 좌측에서 우측으로 이동하므로 서행해야 하는 상황,99999,349,1,2,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"신천리, 가평군, 경기도, 12467, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,53,2023-02-26_11-01-46-front,2023-02-26_11-02-52,20230330_Y_정리필요_임시삭제,2023-02-26_11-02-52,,2023,2023,2 ,7,1102,37.63,127.35,KR,전방 차량이 좌회전 때문에 정차해 있어 우측으로 추월하는 상황,99999,629,1,2,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"북한강로, 화도읍, 남양주시, 경기도, 12193, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,2023-02-26_13-39-13-front,2023-02-26_13-39-53,20230330_Y_정리필요_임시삭제,2023-02-26_13-39-53,,2023,2023,2 ,7,1339,37.6131,127.341,KR,우측에서 도로로 보행자가 접근하므로 충돌을 주의해야 하는 상황,99999,451,1,2,99999,3,1,1,31,1,1,77777,,7777,1,2,4,,,"북한강로, 화도읍, 남양주시, 경기도, 12194, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,28,2023-02-26_13-41-54-front,2023-02-26_13-42-35,20230330_Y_정리필요_임시삭제,2023-02-26_13-42-35,,2023,2023,2 ,7,1342,37.5976,127.339,KR,전방 차량이 좌회전 때문에 정차해 있어 우측으로 추월하는 상황,99999,629,1,2,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"북한강로, 조안면, 남양주시, 경기도, 12278, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,2023-02-26_13-43-35-front,2023-02-26_13-44-27,20230330_Y_정리필요_임시삭제,2023-02-26_13-44-27,,2023,2023,2 ,7,1344,37.5908,127.335,KR,우측 주차장에서 차량이 도로로 진입하므로 충돌을 주의해야 하는 상황,99999,561,2,1,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"북한강대교, 수도권제2순환고속도로, 구봉마을, 조안면, 남양주시, 경기도, 12278, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,2023-02-26_13-50-30-front,2023-02-26_13-50-36,20230330_Y_정리필요_임시삭제,2023-02-26_13-50-36,,2023,2023,2 ,7,1350,37.5631,127.317,KR,우측 비닐하우스에서 차량이 도로로 진입하므로 충돌을 주의해야 하는 상황,99999,551,2,1,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"북한강로, 조안면, 남양주시, 경기도, 12281, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,2023-02-26_13-50-36-front,2023-02-26_13-50-59,20230330_Y_정리필요_임시삭제,2023-02-26_13-50-59,,2023,2023,2 ,7,1350,37.5624,127.316,KR,전방 차량이 좌회전 때문에 정차해 있어 우측으로 추월하는 상황,99999,629,1,2,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"북한강로, 조안면, 남양주시, 경기도, 12281, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,40,2023-02-26_13-52-00-front,2023-02-26_13-52-57,20230330_Y_정리필요_임시삭제,2023-02-26_13-52-57,,2023,2023,2 ,7,1352,37.5539,127.312,KR,전방 차량이 좌회전 때문에 정차해 있어 우측으로 추월하는 상황,99999,629,1,2,99999,2,1,1,32,1,1,77777,,7777,1,2,4,,,"조안면, 남양주시, 경기도, 12281, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,23,2023-02-26_14-08-08-front,2023-02-26_14-08-41,20230330_Y_정리필요_임시삭제,2023-02-26_14-08-41,,2023,2023,2 ,7,1408,37.5317,127.275,KR,터널에서 우측 갓길을 따라 걷는 보행자가 있으므로 충돌을 주의해야 하는 상황,99999,671,1,2,99999,1,1,1,32,4,1,77777,,7777,1,2,4,,,"봉안터널, 조안면, 남양주시, 경기도, 12283, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,56,2023-02-26_14-20-53-front,2023-02-26_14-22-01,20230330_Y_정리필요_임시삭제,2023-02-26_14-22-01,,2023,2023,2 ,7,1422,37.5373,127.186,KR,우측 갓길에서 도로에 진입하는 차량이 있으므로 주의해야 하는 상황,99999,551,2,1,99999,1,1,1,12,1,1,77777,,7777,1,2,4,,,"초일동, 초이동, 하남시, 경기도, 12985, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,47,2023-03-07_07-21-31-front,2023-03-07_07-23-17,20230323_정리필요_임시삭제,2023-03-07_07-23-17,,2023,2023,3 ,2,0723,37.1761,126.999,KR,2차로 차량이 갑자기 좌측으로 차선을 변경하여 충돌 위험이 있는 상황,99999,632,2,1,99999,1,1,1,12,1,1,77777,,7777,1,2,4,,,"수도권제2순환고속도로, 서랑동, 오산시, 경기도, 18518, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,52,2023-03-07_17-03-15-front,2023-03-07_17-04-26,20230323_정리필요_임시삭제,2023-03-07_17-04-26,,2023,2023,3 ,2,1704,37.2359,126.772,KR,좌회전 중 전방 차량이 도어가 열린 상태로 정차해 있으므로 보행자 충돌에 주의해야 하는 상황,99999,581,2,1,99999,5,1,1,1,1,1,77777,,7777,1,2,4,,,"교통안전공단 자동차안전연구원, Curve road, 화성시, 경기도, 18248, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,2023-03-11_11-07-06-front,2023-03-11_11-07-16,20230330_Y_정리필요_임시삭제,2023-03-11_11-07-16,,2023,2023,3 ,6,1107,37.5179,127.074,KR,2차로에서 3차로로 갑자기 차선을 변경하는 차량이 있어 충돌 위험이 있는 상황,99999,641,2,1,99999,1,1,1,11,1,1,77777,,7777,1,2,4,,,"올림픽대로, 잠실2동, 송파구, 서울, 05500, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,33,2023-03-11_11-07-16-front,2023-03-11_11-08-01,20230330_Y_정리필요_임시삭제,2023-03-11_11-08-01,,2023,2023,3 ,6,1108,37.5166,127.083,KR,4차로에서 3차로로 급하게 차선을 변경하는 차량이 있어 충돌 위험이 있는 상황,99999,631,2,1,99999,1,1,1,11,1,1,77777,,7777,1,2,4,,,"올림픽대로, 잠실동, 잠실2동, 송파구, 서울, 05501, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,2023-03-11_11-28-01-front,2023-03-11_11-28-22,20230330_Y_정리필요_임시삭제,2023-03-11_11-28-22,,2023,2023,3 ,6,1128,37.5468,127.192,KR,전방 차량사고로 4차로 이용이 어려우며 충돌 위험이 있어 주의가 필요한 상황,99999,741,1,2,99999,3,1,1,33,1,1,77777,,7777,1,2,4,,,"하남대로, 풍산동, 온천마을, 하남시, 경기도, 12983, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,2023-03-11_11-30-24-front,2023-03-11_11-30-54,20230330_Y_정리필요_임시삭제,2023-03-11_11-30-54,,2023,2023,3 ,6,1130,37.5361,127.195,KR,1차로의 오토바이가 차선을 무리하게 변경하므로 충돌 위험이 있어 주의가 필요한 상황,99999,644,2,1,99999,3,1,1,34,1,1,77777,,7777,1,2,4,,,"덕풍1동, 하남시, 경기도, 12973, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,48,2023-03-11_11-33-56-front,2023-03-11_11-34-58,20230330_Y_정리필요_임시삭제,2023-03-11_11-34-58,,2023,2023,3 ,6,1134,37.5362,127.208,KR,도로 우측 갓길에 리어카와 차량이 있어 주의해서 주행해야 하는 상황,99999,501,1,2,99999,3,1,1,34,1,1,77777,,7777,1,2,4,,,"대성로, 신장1동, 하남시, 경기도, 12964, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,30,2023-03-11_11-35-59-front,2023-03-11_11-36-56,20230330_Y_정리필요_임시삭제,2023-03-11_11-36-56,,2023,2023,3 ,6,1136,37.5373,127.213,KR,자전거가 도로 중앙에서 주행하여 서행하며 주행에 주의를 해야 하는 상황,99999,373,1,2,99999,3,1,1,1,1,1,77777,,7777,1,2,4,,,"대성로, 신장동, 신장2동, 하남시, 경기도, 12960, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,43,2023-03-14_11-17-45-front,2023-03-14_11-18-47,20230323_정리필요_임시삭제,2023-03-14_11-18-47,,2023,2023,3 ,2,1118,37.3182,127.97,KR,도로에 자갈이 있어 노면 상태가 고르지 못하여 주행에 주의가 필요한 상황,99999,732,1,2,99999,3,1,1,34,1,1`,77777,,7777,1,2,4,,,"관설동, 원주시, 강원특별자치도, 26453, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,2023-03-14_11-26-57-front,2023-03-14_11-27-24,20230323_정리필요_임시삭제,2023-03-14_11-27-24,,2023,2023,3 ,2,1127,37.3333,127.927,KR,전방 견인차의 정체로 2차로로 차선을 변경하는 상황,99999,641,1,2,99999,3,1,1,11,1,1,77777,,7777,1,2,4,,,"북원로, 무실동, 원주시, 강원특별자치도, 26390, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14,2023-03-15_14-42-13-front,2023-03-15_14-42-47,20230323_정리필요_임시삭제,2023-03-15_14-42-47,,2023,2023,3 ,3,1442,37.3934,126.963,KR,우측에서 차량이 갑자기 나오므로 충돌에 주의해야 하는 상황,99999,323,1,2,99999,5,2,1,1,1,1,77777,,7777,1,2,4,,,"43, 관평로170번길, 부림동, 동안구, 안양시, 경기도, 14066, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,16,2023-03-15_14-52-03-front,2023-03-15_14-52-56,20230323_정리필요_임시삭제,2023-03-15_14-52-56,,2023,2023,3 ,3,1452,37.3815,126.984,KR,전방 차량이 합류 후 무리하게 차선을 변경하여 충돌 위험이 있는 상황,99999,631,0,1,99999,1,1,1,32,1,1,77777,,7777,1,2,4,,,"수도권제1순환고속도로, 내손동, 내손2동, 의왕시, 경기도, 16038, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,43,2023-03-18_16-10-52-front,2023-03-18_16-11-44,20230330_Y_정리필요_임시삭제,2023-03-18_16-11-44,,2023,2023,3 ,6,1611,37.2456,127.047,KR,1차로의 차량이 2차로로 갑자기 차선을 변경하므로 충돌 위험이 있어 주의가 필요한 상황,99999,649,2,1,99999,3,1,1,11,1,1,77777,,7777,1,2,4,,,"덕영대로, 신동, 영통구, 수원시, 경기도, 16682, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,2023-03-19_18-47-08-front,2023-03-19_18-48-16,20230330_Y_정리필요_임시삭제,2023-03-19_18-48-16,,2023,2023,3 ,7,1848,37.5411,127.095,KR,우회전 중 도로 좌측에 차량이 정차되어 있어 주의해서 주행해야 하는 상황,99999,593,1,2,99999,3,1,1,1,2,1,77777,,7777,1,2,4,,,"광나루로48길, 구의3동, 광진구, 서울, 05035, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,40,2023-03-21_17-05-25-front,2023-03-21_17-06-34,20230323_정리필요_임시삭제,2023-03-21_17-06-34,,2023,2023,3 ,2,1706,37.2358,126.772,KR,좌회전 후 정차된 차량이 있으므로 충돌에 주의해야 하는 상황,99999,591,1,2,99999,5,1,1,1,1,1,77777,,7777,1,2,4,,,"교통안전공단 자동차안전연구원, Curve road, 화성시, 경기도, 18248, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,2023-03-21_17-15-49-front,2023-03-21_17-16-08,20230323_정리필요_임시삭제,2023-03-21_17-16-08,,2023,2023,3 ,2,1716,37.2095,126.757,KR,전방 정체로 우측으로 추월하므로 후방 충돌을 주의해야 하는 상황 ,99999,642,1,2,99999,1,1,1,11,1,1,77777,,7777,1,2,4,,,"화성로, 삼존리, 화성시, 경기도, 18537, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,34,2023-03-27_11-32-19-front,2023-03-27_11-33-20,20230413_정리필요_임시삭제,2023-03-27_11-33-20,,2023,2023,3 ,1,1133,37.5113,127.15,KR,전방에서 쓰레기가 날아다녀 시야가 방해될 수 있으므로 주의해야 하는 상황,99999,732,,,99999,1,1,1,11,1,1,77777,,7777,1,2,4,,,"수도권제1순환고속도로, 감일동, 하남시, 경기도, 13001, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,2023-03-28_12-08-06-front,2023-03-28_12-08-50,20230413_정리필요_임시삭제,2023-03-28_12-08-50,,2023,2023,3 ,2,1208,37.4073,127.957,KR,공사로 인해 2차로의 차량이 1차로로 차선을 변경하므로 충돌 위험이 있어 주의가 필요한 상황,99999,639,2,1,99999,3,1,1,11,1,1,77777,,7777,1,2,4,,,"북원로, 장양리, 원주시, 강원특별자치도, 26308, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,2023-03-29_11-56-57-front,2023-03-29_11-57-41,20230413_정리필요_임시삭제,2023-03-29_11-57-41,,2023,2023,3 ,3,1157,37.3965,127.639,KR,2차로 견인차량 정체로 인한 1차선으로 차선을 변경하므로 후방 충돌에 주의해야 하는 상황,99999,631,1,2,99999,1,1,1,1,4,1,77777,,7777,1,2,4,,,"광주원주고속도로, 옥촌리, 여주시, 경기도, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27,2023-03-30_11-47-35-front,2023-03-30_11-48-50,20230525_Y_정리필요_임시삭제,2023-03-30_11-48-50,,2023,2023,3 ,4,1148,37.3226,126.99,KR,트럭이 합류 지점에서 차선을 변경하므로 충돌 위험이 있어 주의가 필요한 상황,99999,555,,,99999,1,1,1,10,1,1,77777,,7777,1,2,4,,,"이목동, 장안구, 수원시, 경기도, 16345, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,36,2023-04-04_08-54-48-front,2023-04-04_08-55-55,20230413_정리필요_임시삭제,2023-04-04_08-55-55,,2023,2023,4 ,2,0855,37.2066,126.991,KR,1차로에 공사로 인해 사람과 차량이 있어 주의해서 주행해야 하는 상황,99999,679,1,2,99999,3,1,1,11,1,1,77777,,7777,1,2,4,,,"효행로, 기안동, 와우리, 화성시, 경기도, 18324, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,2023-04-04_08-58-59-front,2023-04-04_08-59-49,20230413_정리필요_임시삭제,2023-04-04_08-59-49,,2023,2023,4 ,2,0859,37.2145,126.98,KR,전방의 버스가 2차로에서 1차로로 차선변경으로 인한 감속으로 주의해야 하는 상황,99999,689,2,1,99999,3,1,1,34,1,1,77777,,7777,1,2,4,,,"효행로, 기안동, 와우리, 화성시, 경기도, 18324, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,57,2023-04-04_09-00-51-front,2023-04-04_09-02-16,20230413_정리필요_임시삭제,2023-04-04_09-02-16,,2023,2023,4 ,2,0902,37.2228,126.982,KR,우회전 하는 방향에 오토바이가 있어 충돌 위험이 있어 주의가 필요한 상황,99999,594,1,2,99999,3,1,1,32,1,1,77777,,7777,1,2,4,,,"기배로, 기안동, 와우리, 화성시, 경기도, 18338, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,2023-04-04_16-01-59-front,2023-04-04_16-02-22,20230413_정리필요_임시삭제,2023-04-04_16-02-22,,2023,2023,4 ,2,1602,37.2065,126.991,KR,공사로 인해 1차로에서 2차로로 차선을 변경하므로 충돌 위험이 있어 주의가 필요한 상황,99999,649,2,1,99999,3,1,1,11,1,1,77777,,7777,1,2,4,,,"효행로, 기안동, 와우리, 화성시, 경기도, 18324, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,30,2023-04-09_07-56-42-front,2023-04-09_07-57-35,20230413_정리필요_임시삭제,2023-04-09_07-57-35,,2023,2023,4 ,7,0757,37.5222,126.937,KR,도로 좌측에 공사로 인해 사람이 있어 충돌 위험이 있는 상황,99999,675,1,2,99999,3,1,1,77777,1,1,77777,,7777,1,2,4,,,"여의대방로, 여의동, 영등포구, 서울, 07344, 대한민국",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
